trip_distance,fare_amount,passenger_count,total_amount
1.0,6.5,1.0,11.25
0.2,4.4,1.0,9.15
0.86,7.2,1.0,14.34
1.94,13.5,1.0,21.9
2.26,11.4,1.0,19.38
0.7,5.8,1.0,10.8
1.6,11.4,1.0,17.15
3.3,17.0,1.0,22.75
1.39,8.6,1.0,15.12
2.09,12.8,1.0,21.94
0.76,7.2,1.0,14.94
13.37,52.7,1.0,62.45
1.79,-13.5,1.0,-15.0
1.79,13.5,1.0,15.0
1.7,11.4,1.0,19.15
6.44,28.2,1.0,37.89
11.6,48.5,1.0,74.19
2.41,12.8,1.0,18.55
0.93,8.6,1.0,15.75
2.01,10.7,1.0,16.45
1.93,11.4,1.0,18.57
1.84,9.3,1.0,17.29
3.59,17.7,1.0,27.45
1.37,12.1,1.0,20.0
1.45,8.6,1.0,16.02
2.4,12.8,1.0,18.8
1.63,10.7,1.0,18.54
0.88,7.9,1.0,15.18
1.03,7.9,1.0,12.65
2.3,12.8,1.0,17.55
2.63,14.9,1.0,22.65
22.63,70.0,1.0,93.08
2.54,14.9,1.0,21.65
1.4,7.9,1.0,13.65
1.08,6.5,1.0,14.06
0.89,7.9,1.0,12.65
3.09,17.0,1.0,25.2
2.24,15.6,1.0,23.52
1.4,10.0,1.0,16.75
1.28,8.6,1.0,15.35
1.94,-13.5,1.0,-18.25
1.94,13.5,1.0,18.25
0.04,4.4,1.0,7.65
0.73,7.9,1.0,15.18
2.8,13.5,1.0,21.9
0.9,8.6,1.0,16.0
0.81,7.2,1.0,14.34
1.6,9.3,1.0,16.85
2.9,15.6,1.0,24.4
1.9,20.5,1.0,22.0
0.99,8.6,1.0,14.69
1.9,11.4,1.0,20.15
0.85,6.5,1.0,18.6
9.9,40.8,1.0,67.49
0.4,4.4,1.0,9.65
19.47,70.0,1.0,90.94
1.84,9.3,1.0,16.86
1.3,10.7,1.0,18.54
3.31,18.4,1.0,25.65
16.8,70.0,1.0,92.0
0.0,54.0,1.0,66.0
0.52,5.8,1.0,12.66
1.37,14.2,1.0,20.45
1.6,9.3,1.0,16.86
0.9,7.9,1.0,11.9
5.67,30.3,2.0,36.06
2.12,12.8,1.0,21.06
2.16,12.8,1.0,17.55
2.11,11.4,1.0,16.15
0.57,4.4,1.0,10.08
3.77,19.1,1.0,23.85
2.8,17.0,1.0,26.25
16.3,70.0,1.0,102.09
1.49,10.0,1.0,19.17
1.01,6.5,1.0,12.94
27.8,70.0,4.0,97.09
2.7,12.1,1.0,20.22
1.43,7.9,1.0,15.18
1.68,9.3,1.0,16.02
0.39,4.4,1.0,9.15
4.0,24.7,2.0,35.19
0.59,6.5,1.0,13.5
10.58,47.8,1.0,69.06
17.82,70.0,2.0,83.44
1.46,9.3,1.0,14.05
0.83,13.5,1.0,21.9
0.63,5.8,1.0,10.55
1.4,8.6,1.0,15.2
0.4,5.1,1.0,9.1
2.9,13.5,1.0,21.0
1.8,10.0,1.0,18.4
1.2,7.9,1.0,15.0
2.55,12.8,1.0,22.81
1.15,7.2,1.0,12.95
12.19,48.5,1.0,78.23
7.32,32.4,1.0,57.3
1.52,10.0,1.0,15.5
0.91,7.9,1.0,15.81
5.15,24.0,1.0,32.75
5.8,25.4,1.0,35.3
9.13,38.0,1.0,64.73
2.68,14.9,2.0,22.68
0.64,5.8,1.0,11.55
0.6,6.5,1.0,13.72
2.94,16.3,1.0,25.05
1.52,9.3,1.0,16.86
5.43,26.8,1.0,30.05
1.47,8.6,1.0,16.02
4.1,18.4,1.0,26.15
1.2,7.2,1.0,12.95
3.06,15.6,1.0,24.42
0.8,7.9,1.0,15.15
0.8,7.9,1.0,13.65
0.7,7.9,1.0,15.15
1.86,10.0,1.0,16.8
9.05,35.2,1.0,101.89
11.3,43.6,1.0,75.34
10.54,44.3,3.0,60.99
1.59,10.7,1.0,18.45
2.07,12.8,1.0,19.55
1.9,11.4,1.0,18.57
0.48,5.1,1.0,11.82
1.28,8.6,1.0,16.02
0.64,6.5,1.0,14.63
0.62,5.1,1.0,11.37
0.34,5.1,1.0,10.92
0.62,5.8,1.0,11.27
2.43,12.1,1.0,19.32
2.65,16.3,1.0,25.26
0.94,10.7,1.0,16.45
3.69,19.8,1.0,28.55
2.3,14.2,1.0,18.2
0.9,7.9,1.0,13.9
0.94,7.9,1.0,13.65
1.57,10.7,1.0,15.45
3.39,19.1,1.0,26.23
1.57,9.3,1.0,15.96
1.35,9.3,1.0,15.45
1.45,9.3,1.0,16.86
1.36,8.6,1.0,16.02
0.85,6.5,1.0,14.63
2.99,17.0,1.0,26.1
1.5,9.3,1.0,15.95
3.19,16.3,1.0,25.26
1.46,8.6,1.0,14.69
15.74,70.0,2.0,95.69
1.58,10.0,1.0,17.7
1.18,10.0,2.0,17.7
1.3,9.3,1.0,16.05
0.6,6.5,1.0,12.6
2.58,12.8,1.0,20.0
1.73,10.7,1.0,17.64
1.5,8.6,1.0,16.65
2.92,17.0,1.0,27.19
1.24,8.6,1.0,15.35
1.43,9.3,1.0,15.96
2.3,12.8,1.0,17.55
1.8,11.4,1.0,18.15
0.76,7.2,1.0,12.95
1.24,12.8,1.0,20.91
17.55,70.0,1.0,98.03
1.89,12.1,1.0,18.1
3.99,21.2,1.0,25.95
9.9,40.8,1.0,57.49
0.88,7.9,1.0,13.65
0.79,7.9,1.0,14.28
7.5,31.0,1.0,44.7
1.0,8.6,1.0,17.35
0.8,6.5,1.0,14.05
0.9,7.9,1.0,15.18
1.7,10.7,1.0,18.45
3.21,14.9,2.0,19.65
0.35,5.1,1.0,11.82
16.67,70.0,2.0,98.03
2.9,16.3,1.0,26.13
21.0,70.0,1.0,97.13
9.74,42.9,1.0,65.55
0.5,6.5,1.0,13.5
12.2,100.0,1.0,111.75
11.1,43.6,2.0,60.29
14.8,50.5,1.0,51.0
11.7,35.5,1.0,42.94
1.3,10.0,2.0,16.96
1.96,10.7,1.0,15.45
10.1,42.9,1.0,71.51
3.38,21.9,1.0,27.65
1.12,7.9,1.0,14.28
0.97,6.5,1.0,13.5
4.31,22.6,1.0,29.35
10.86,43.6,1.0,72.35
3.12,15.6,1.0,21.35
2.18,12.1,1.0,21.06
3.9,20.5,1.0,30.3
9.04,70.0,2.0,97.13
1.39,10.0,1.0,17.7
0.48,9.3,1.0,17.56
0.57,5.8,1.0,11.8
2.88,17.0,1.0,21.75
1.14,7.9,1.0,13.68
1.0,7.9,1.0,15.15
11.7,30.5,1.0,31.0
4.8,25.5,1.0,26.0
14.36,74.1,1.0,110.29
4.31,21.2,1.0,32.44
3.53,17.0,1.0,23.75
1.3,8.6,1.0,15.12
1.52,12.8,1.0,19.31
0.5,6.5,1.0,12.6
1.0,7.2,1.0,12.2
3.0,15.6,0.0,24.1
6.5,28.9,1.0,40.38
2.58,16.3,1.0,25.56
2.0,11.4,1.0,18.57
17.18,70.0,1.0,87.69
11.65,49.9,1.0,73.91
1.9,12.1,0.0,20.2
19.3,70.0,1.0,85.94
2.9,14.2,1.0,23.95
0.78,6.5,1.0,13.25
14.5,57.6,1.0,70.85
0.73,5.8,1.0,11.76
5.3,27.5,1.0,28.0
2.13,14.9,1.0,25.54
1.63,12.1,1.0,20.22
3.18,15.6,1.0,24.42
17.89,70.0,1.0,99.78
1.68,12.1,1.0,17.85
0.96,7.2,1.0,13.44
3.26,16.3,1.0,25.26
3.0,15.6,1.0,20.35
4.3,24.7,0.0,35.3
9.42,36.6,1.0,54.29
19.06,70.0,1.0,97.13
2.78,15.6,1.0,27.42
1.73,9.3,1.0,16.55
1.59,11.4,1.0,20.99
1.23,7.2,1.0,11.2
20.72,70.0,1.0,97.13
2.38,14.2,1.0,20.0
1.11,8.6,1.0,15.12
1.25,8.6,1.0,17.35
2.01,12.8,1.0,20.0
1.98,15.6,2.0,20.35
1.08,9.3,1.0,16.86
2.0,11.4,1.0,19.38
1.6,14.2,2.0,22.7
0.2,4.4,1.0,9.4
2.91,17.0,1.0,25.2
0.35,5.1,1.0,11.37
0.85,6.5,1.0,12.6
8.77,35.9,1.0,62.21
10.13,-41.5,1.0,-44.75
10.13,41.5,1.0,44.75
0.0,8.6,1.0,14.6
0.96,7.2,1.0,14.0
0.97,-6.5,1.0,-10.5
0.97,6.5,1.0,10.5
0.6,5.1,1.0,10.83
0.7,14.2,1.0,22.75
2.1,11.4,1.0,19.38
1.18,10.0,1.0,17.7
0.4,5.8,1.0,11.55
2.9,14.2,1.0,20.45
0.75,5.8,1.0,9.8
0.52,5.8,1.0,9.8
1.9,11.4,1.0,19.0
0.7,5.8,1.0,13.8
1.6,10.7,1.0,18.55
0.65,5.1,1.0,11.37
0.66,7.2,1.0,12.95
0.93,9.3,1.0,14.05
1.4,10.7,1.0,18.55
2.15,11.4,1.0,18.48
3.47,19.1,1.0,23.85
1.3,12.8,1.0,21.06
2.67,-70.0,1.0,-74.75
2.67,70.0,1.0,74.75
2.83,16.3,1.0,22.05
4.93,23.3,1.0,28.05
1.17,8.6,1.0,15.12
1.72,10.7,1.0,17.64
4.8,21.9,1.0,30.64
0.43,5.1,1.0,11.83
0.45,5.1,1.0,10.46
28.8,27.5,1.0,28.0
1.88,9.3,1.0,16.05
1.57,8.6,2.0,14.69
1.16,8.6,1.0,12.6
4.26,20.5,1.0,28.25
2.1,12.1,1.0,19.1
15.48,61.8,1.0,68.3
29.65,143.0,1.0,190.94
4.6,21.2,1.0,31.14
1.76,10.0,1.0,17.7
17.3,70.0,2.0,99.78
0.96,7.2,1.0,14.34
0.79,5.8,2.0,13.19
2.93,12.8,1.0,21.94
0.8,5.8,1.0,12.65
0.9,7.2,1.0,14.3
1.1,8.6,1.0,16.0
2.7,16.3,1.0,22.05
2.9,15.6,1.0,25.44
1.1,7.9,1.0,12.65
3.3,16.3,1.0,25.25
1.0,7.2,1.0,15.54
1.3,7.2,1.0,13.44
1.37,10.0,1.0,14.0
0.0,87.0,1.0,107.35
9.18,38.0,1.0,53.94
2.13,13.5,1.0,18.0
0.79,5.8,1.0,8.76
1.47,10.7,1.0,18.54
0.93,6.5,1.0,13.0
3.46,18.4,1.0,25.6
0.0,325.0,1.0,391.2
1.4,7.9,1.0,15.18
1.37,10.0,1.0,17.7
0.86,7.9,1.0,15.18
9.93,38.7,1.0,56.39
5.91,27.5,1.0,38.7
19.21,70.0,1.0,88.94
2.3,12.8,1.0,17.55
2.0,13.5,1.0,19.53
1.8,10.7,1.0,17.9
17.58,70.0,1.0,106.2
1.59,11.4,1.0,20.0
0.56,7.2,1.0,14.19
6.2,27.5,1.0,37.75
19456.9,37.5,1.0,38.0
19460.7,48.5,1.0,49.0
2.89,14.2,1.0,30.55
4.5,21.9,1.0,23.4
9.9,39.4,1.0,66.39
1.31,12.1,1.0,18.53
1.4,10.0,1.0,17.7
1.39,8.6,1.0,16.02
2.96,17.0,1.0,43.5
3.82,18.4,1.0,27.78
3.9,19.8,1.0,29.45
0.9,7.2,1.0,13.45
17.65,-70.0,2.0,-81.69
17.65,70.0,2.0,81.69
0.78,6.5,1.0,11.25
0.46,5.1,1.0,11.37
18.29,70.0,1.0,100.13
1.22,7.9,1.0,16.38
0.62,5.8,1.0,9.8
19.8,70.0,2.0,90.94
1.38,9.3,1.0,15.96
2.26,12.8,1.0,19.55
0.86,12.1,1.0,17.85
1.98,10.0,1.0,17.7
2.02,13.5,1.0,20.99
0.42,5.1,1.0,11.82
3.1,16.3,1.0,22.05
1.5,10.0,1.0,17.7
1.9,10.7,1.0,18.54
1.93,12.8,1.0,17.55
0.34,6.5,1.0,11.25
1.6,36.5,1.0,37.0
2.17,10.7,1.0,16.22
0.0,-3.0,1.0,-7.75
0.0,3.0,1.0,7.75
16.19,70.0,1.0,102.11
0.34,5.1,1.0,11.37
1.57,11.4,1.0,19.38
0.96,7.2,4.0,11.95
2.36,13.5,1.0,18.0
3.7,18.4,1.0,28.98
1.12,7.2,1.0,14.34
1.51,18.4,1.0,27.78
1.11,7.9,1.0,14.28
2.52,16.3,1.0,25.26
2.12,12.8,2.0,21.06
1.45,13.5,2.0,21.9
2.16,12.8,1.0,21.06
1.49,10.0,1.0,14.75
1.44,10.0,5.0,16.8
2.81,14.2,5.0,23.69
6.26,28.9,1.0,40.38
0.77,7.2,1.0,15.53
3.25,19.8,2.0,29.46
19.42,70.0,1.0,89.03
17.6,65.3,1.0,98.39
1.91,12.8,1.0,21.06
7.17,29.6,1.0,64.38
0.41,7.2,1.0,15.53
1.04,6.5,1.0,13.1
1.27,8.6,2.0,16.02
5.43,70.0,1.0,102.11
18.45,89.5,3.0,134.23
1.6,12.1,1.0,19.38
1.61,11.4,1.0,19.38
2.11,10.7,1.0,17.95
2.49,13.5,1.0,21.9
4.6,22.6,1.0,34.19
1.03,8.6,1.0,15.12
1.36,8.6,1.0,16.02
16.84,70.0,1.0,83.44
8.75,35.2,1.0,58.81
1.96,12.1,1.0,19.32
17.9,47.5,1.0,48.0
15.2,45.5,1.0,46.0
8.5,35.5,1.0,36.0
14.6,46.5,1.0,47.0
0.8,7.2,1.0,11.95
0.8,8.6,1.0,13.35
11.63,47.1,1.0,76.55
1.29,10.0,1.0,17.7
0.56,5.8,1.0,13.19
3.15,18.4,1.0,26.15
1.41,9.3,1.0,15.3
0.96,7.9,1.0,14.15
0.71,5.8,1.0,12.66
1.4,17.0,1.0,25.01
1.5,11.4,1.0,16.15
2.6,20.5,1.0,21.0
1.52,9.3,1.0,14.05
1.59,10.0,1.0,16.8
17.23,70.0,1.0,89.69
2.36,13.5,1.0,18.25
3.22,14.9,1.0,19.65
1.05,6.5,1.0,12.6
2.55,16.3,1.0,24.55
2.86,16.3,1.0,25.26
1.01,9.3,1.0,14.05
2.24,20.5,1.0,25.25
0.81,5.8,1.0,9.8
0.77,5.1,1.0,11.82
1.08,7.2,1.0,14.34
0.65,7.2,1.0,14.34
18.44,-70.0,1.0,-80.19
18.44,70.0,1.0,80.19
1.04,7.9,1.0,13.91
1.78,10.7,1.0,18.54
1.57,10.0,1.0,17.7
2.96,17.7,1.0,26.94
1.11,8.6,1.0,16.02
0.78,7.2,2.0,12.45
1.63,12.8,2.0,19.55
0.78,5.8,1.0,13.19
0.83,6.5,6.0,11.25
5.91,27.5,1.0,35.25
9.3,38.5,1.0,45.94
3.5,19.8,1.0,24.55
1.4,10.0,1.0,14.0
7.1,32.5,1.0,33.0
20.7,70.0,1.0,83.44
3.65,18.4,4.0,26.88
8.7,35.9,2.0,57.02
2.38,15.6,1.0,20.6
1.83,16.3,1.0,25.26
1.57,12.8,1.0,20.16
2.34,14.2,1.0,22.75
17.72,70.0,1.0,99.78
4.3,29.5,1.0,30.0
0.87,7.2,1.0,14.64
0.9,9.3,1.0,16.85
1.4,12.8,1.0,19.55
19.1,56.5,1.0,63.94
9.6,37.5,1.0,38.0
7.9,33.5,1.0,34.0
8.0,38.5,1.0,45.94
0.92,9.3,1.0,14.05
0.76,10.7,1.0,15.45
1.81,13.5,1.0,23.1
0.97,7.9,1.0,15.81
0.65,5.8,1.0,14.44
1.03,8.6,1.0,16.69
0.88,10.7,1.0,17.45
9.11,38.0,1.0,64.73
3.19,17.7,1.0,26.04
2.64,12.1,1.0,20.13
1.42,7.9,1.0,15.18
0.89,8.6,1.0,16.02
2.1,15.6,1.0,24.42
1.34,7.9,1.0,15.18
2.8,14.2,1.0,22.75
2.4,12.1,1.0,20.2
1.71,8.6,1.0,16.02
0.55,7.2,1.0,12.95
2.13,13.5,1.0,19.25
11.07,42.9,1.0,72.71
1.4,8.6,1.0,15.35
1.4,9.3,1.0,16.85
1.96,10.0,1.0,16.23
0.65,6.5,2.0,12.6
20.01,70.0,1.0,98.88
17.52,70.0,2.0,95.88
20.23,70.0,1.0,99.23
3.34,18.4,2.0,26.15
3.15,16.3,1.0,24.25
0.64,5.8,1.0,10.55
1.28,7.2,1.0,13.74
1.04,7.2,1.0,12.54
2.24,14.9,1.0,22.68
4.08,23.3,1.0,29.05
0.69,5.1,1.0,11.82
1.86,11.4,1.0,16.15
0.88,6.5,1.0,14.06
1.02,7.2,1.0,13.15
1.12,6.5,1.0,11.25
0.95,6.5,1.0,11.25
1.98,12.1,1.0,16.85
1.1,7.9,1.0,13.65
0.9,8.6,1.0,16.0
1.5,9.3,1.0,16.85
0.6,5.1,1.0,9.85
1.8,12.8,0.0,17.55
18.9,70.0,2.0,92.94
2.59,68.94,4.0,83.93
8.01,34.5,1.0,51.03
5.26,23.3,1.0,29.05
3.38,16.3,1.0,23.58
3.72,18.4,1.0,27.78
1.08,10.0,1.0,15.75
1.4,10.7,1.0,18.54
1.78,12.8,1.0,21.06
1.63,8.6,1.0,15.05
2.1,11.4,1.0,16.15
0.63,5.1,1.0,11.82
4.34,19.1,1.0,23.85
1.4,8.6,1.0,12.6
1.0,7.2,1.0,13.4
1.0,8.6,1.0,15.1
1.8,10.7,1.0,17.65
20.62,-79.3,1.0,-82.55
20.62,79.3,1.0,82.55
2.0,11.4,1.0,18.45
17.0,52.5,1.0,59.94
13.8,46.5,1.0,53.94
1.39,8.6,1.0,13.35
1.86,12.8,1.0,18.9
11.13,42.2,1.0,45.45
13.1,38.5,1.0,39.0
5.8,28.5,1.0,29.0
1.07,10.7,1.0,18.54
18.88,70.0,2.0,89.03
0.01,75.0,2.0,98.95
15.9,53.5,1.0,60.94
1.43,12.1,1.0,17.85
1.7,10.0,1.0,16.96
9.47,38.0,1.0,64.73
7.36,35.9,1.0,48.78
1.93,12.1,3.0,20.22
0.67,6.5,1.0,10.51
1.43,10.0,1.0,16.8
11.0,35.5,1.0,42.94
14.6,50.5,1.0,57.94
3.43,19.8,1.0,29.46
3.06,15.6,1.0,21.85
1.59,8.6,1.0,15.12
16.73,70.0,2.0,83.44
4.37,21.2,1.0,31.14
14.62,89.55,1.0,122.64
1.29,11.4,2.0,19.38
2.24,14.9,1.0,23.58
0.28,4.4,1.0,10.98
0.9,6.5,1.0,12.37
1.02,7.2,1.0,12.95
1.04,7.2,1.0,13.95
0.6,5.1,1.0,12.31
0.65,6.5,1.0,13.25
19.48,70.0,1.0,102.11
0.96,-8.6,1.0,-13.35
0.96,8.6,1.0,13.35
1.62,10.7,1.0,18.54
1.29,11.4,1.0,19.38
0.96,7.2,1.0,14.34
0.84,7.9,1.0,15.18
1.85,11.4,1.0,20.19
0.0,135.0,1.0,163.2
17.73,117.1,2.0,161.89
2.24,13.5,1.0,20.07
0.77,6.5,2.0,13.5
1.36,8.6,1.0,16.02
0.8,7.2,1.0,14.94
10.19,40.1,1.0,68.15
16.81,70.0,1.0,98.03
0.0,-3.0,2.0,-6.25
0.0,3.0,2.0,6.25
16.28,70.0,2.0,91.45
2.94,15.6,1.0,23.35
0.95,10.0,1.0,15.75
0.65,5.1,1.0,11.82
1.46,10.0,1.0,16.96
1.47,8.6,3.0,16.02
6.3,28.9,1.0,38.65
19.77,94.4,2.0,132.21
2.66,14.2,1.0,22.59
9.8,38.0,2.0,54.69
1.5,9.3,1.0,15.96
1.97,10.0,1.0,16.25
0.57,5.8,1.0,12.66
11.0,33.5,1.0,34.0
4.5,19.1,1.0,23.85
6.7,29.6,1.0,41.2
1.29,9.3,1.0,15.96
12.3,55.5,1.0,56.0
12.1,44.5,1.0,51.94
0.94,8.6,1.0,16.02
1.1,7.9,1.0,15.2
2.1,10.7,1.0,18.55
0.0,60.0,4.0,73.2
0.73,10.7,1.0,18.54
4.23,19.8,1.0,25.55
5.8,29.6,1.0,38.35
0.0,70.0,1.0,75.25
17.13,88.0,1.0,120.78
14.0,37.5,1.0,38.0
3.3,17.7,1.0,24.45
2.15,14.2,1.0,18.95
0.5,7.2,2.0,11.2
10.8,39.5,1.0,40.0
17.47,70.0,1.0,99.78
10.1,40.1,1.0,48.54
0.9,7.9,1.0,12.65
5.8,70.0,1.0,90.94
1.6,9.3,1.0,16.85
15.45,-95.0,1.0,-106.19
15.45,95.0,1.0,106.19
1.8,12.8,1.0,21.94
4.48,21.9,6.0,31.98
3.63,20.5,6.0,26.25
0.55,5.1,1.0,11.1
2.08,-11.4,1.0,-16.15
2.08,11.4,1.0,16.15
1.19,7.2,1.0,15.53
1.29,9.3,1.0,16.86
16.43,68.1,1.0,83.35
3.17,16.3,1.0,20.3
23.73,91.9,1.0,122.16
3.53,15.6,1.0,24.42
7.32,31.7,1.0,43.74
1.53,10.0,1.0,16.25
18.54,71.6,2.0,89.47
19.5,83.0,1.0,99.25
3.6,23.5,1.0,24.0
10.84,45.0,1.0,69.69
15.1,51.5,1.0,58.94
0.49,5.1,2.0,9.1
8.7,36.5,1.0,37.0
3.72,17.0,2.0,20.25
9.04,49.2,1.0,62.59
1.48,11.4,1.0,19.38
1.59,9.3,1.0,16.86
0.18,70.0,2.0,95.94
0.0,111.0,1.0,125.25
0.9,7.9,1.0,14.65
0.54,11.4,1.0,19.38
13.3,56.2,1.0,59.45
0.0,87.0,1.0,105.6
0.53,5.1,1.0,7.92
1.67,10.7,1.0,19.7
0.88,6.5,1.0,8.0
3.19,18.4,1.0,27.78
1.5,11.4,1.0,19.38
1.35,9.3,1.0,16.86
10.2,54.5,1.0,55.0
10.5,42.5,1.0,43.0
17.48,70.0,2.0,91.69
15.6,56.5,1.0,57.0
14.6,47.5,1.0,48.0
19.17,70.0,1.0,90.69
12.6,40.5,1.0,47.94
13.3,43.5,1.0,50.94
9.5,31.5,1.0,32.0
17.4,50.5,1.0,51.0
19.1,75.5,1.0,82.94
1.35,7.9,1.0,12.22
19.94,70.0,1.0,99.78
0.33,4.4,1.0,10.4
0.68,6.5,1.0,11.5
3.2,23.5,1.0,24.0
23.1,47.5,1.0,48.0
2.87,14.9,1.0,23.58
0.71,5.8,1.0,12.66
10.5,36.5,1.0,43.94
13.3,43.5,1.0,50.94
0.0,-3.0,1.0,-7.75
0.0,3.0,1.0,7.75
16.87,70.0,1.0,98.03
9.2,27.5,1.0,28.0
5.4,25.5,1.0,26.0
4.12,18.4,1.0,22.65
16.35,70.0,1.0,83.44
10.3,38.5,1.0,39.0
12.2,40.5,1.0,41.0
5.66,26.1,1.0,36.12
0.8,7.2,1.0,12.95
1.87,12.1,1.0,16.11
3.47,23.3,1.0,33.66
9.9,39.5,1.0,40.0
10.6,42.5,1.0,43.0
19.01,70.0,2.0,98.88
11.6,37.5,1.0,38.0
9.2,40.5,1.0,41.0
10.3,38.5,1.0,39.0
1.25,9.3,1.0,17.56
16.46,70.0,1.0,99.78
3.42,18.4,1.0,27.78
21.9,61.5,1.0,62.0
18.1,56.5,1.0,59.6
9.9,38.5,1.0,39.0
17.49,-70.0,1.0,-81.69
17.49,70.0,1.0,81.69
0.75,7.2,1.0,12.2
1.45,9.3,1.0,15.05
11.56,-44.3,1.0,-48.55
11.56,44.3,1.0,48.55
1.6,98.3,1.0,127.49
13.1,45.5,1.0,46.0
9.3,35.5,1.0,36.0
2.51,12.1,1.0,19.85
2.23,12.1,2.0,20.22
4.5,21.2,1.0,29.3
3.14,17.0,1.0,27.3
7.2,28.5,1.0,29.0
0.85,8.6,1.0,14.35
0.74,7.2,1.0,13.95
1.9,10.7,1.0,15.7
15.3,44.5,1.0,51.94
12.1,43.5,1.0,50.94
8.2,32.5,1.0,33.0
10.3,31.5,1.0,32.0
17.74,70.0,1.0,88.21
8.1,33.5,1.0,34.0
3.1,21.5,1.0,22.0
1.2,10.0,1.0,17.7
1.7,12.1,1.0,18.85
0.9,7.2,1.0,14.0
2.5,12.8,1.0,21.05
4.89,21.9,1.0,26.65
1.05,12.8,1.0,21.06
11.5,43.6,1.0,72.34
5.35,-23.3,3.0,-26.55
5.35,23.3,3.0,26.55
8.86,-43.6,2.0,-46.85
8.86,43.6,2.0,46.85
9.42,40.1,1.0,43.35
19.98,70.0,1.0,83.44
1.4,10.7,1.0,18.54
0.62,7.2,1.0,11.95
15.6,50.5,1.0,51.0
8.1,29.5,1.0,36.94
1.47,10.0,1.0,17.5
0.46,5.1,1.0,13.02
1.95,12.8,1.0,17.55
20.76,70.0,1.0,76.5
7.8,32.5,1.0,39.94
7.2,29.6,1.0,32.85
14.87,68.1,1.0,82.05
17.02,70.0,1.0,99.78
18.93,70.0,1.0,100.13
7.1,35.5,1.0,36.0
1.14,7.2,1.0,14.34
24.4,56.5,1.0,57.0
2.34,14.9,4.0,24.56
0.0,43.5,1.0,44.0
6.1,30.5,1.0,31.0
7.1,27.5,1.0,28.0
7.1,27.5,1.0,28.0
2.59,14.9,1.0,21.4
15.95,89.0,2.0,116.56
2.4,39.5,1.0,40.0
10.8,41.5,1.0,48.94
1.48,8.6,1.0,10.1
0.65,5.8,1.0,13.86
12.8,42.5,1.0,43.0
13.3,41.5,1.0,48.94
17.73,70.0,4.0,99.78
7.3,28.5,1.0,29.0
3.9,22.5,1.0,23.0
22.38,87.0,1.0,116.28
17.94,70.0,1.0,87.55
11.87,61.1,1.0,69.35
10.01,43.6,3.0,50.35
18.0,68.5,1.0,69.0
12.0,42.5,1.0,45.6
0.65,5.8,2.0,11.27
9.59,40.8,2.0,68.99
10.39,-39.4,1.0,-42.65
10.39,39.4,1.0,42.65
0.79,-7.9,1.0,-12.65
0.79,7.9,1.0,12.65
27.08,103.1,2.0,127.27
1.7,9.3,1.0,16.86
1.2,7.2,2.0,14.34
1.29,11.4,1.0,21.15
16.38,70.0,1.0,90.44
11.24,43.6,2.0,49.35
2.6,12.1,1.0,19.3
1.89,12.1,1.0,21.42
9.9,38.5,1.0,39.0
0.7,6.5,1.0,12.6
26.0,34.5,1.0,35.0
1.34,7.2,2.0,14.34
10.6,38.5,1.0,45.94
0.57,5.8,1.0,11.55
1.84,11.4,1.0,19.38
16.64,70.0,4.0,83.44
17.09,70.0,2.0,99.78
15.78,70.0,1.0,91.69
10.94,42.2,1.0,73.61
11.86,45.7,1.0,52.2
17.02,70.0,5.0,83.44
0.92,-7.9,1.0,-12.65
0.92,7.9,1.0,12.65
10.19,-59.7,1.0,-65.45
10.19,59.7,1.0,65.45
18.7,70.0,2.0,99.78
7.59,35.9,1.0,42.4
12.2,47.5,1.0,54.94
0.64,7.9,1.0,14.65
1.45,16.3,1.0,26.31
15.0,47.5,1.0,54.94
1.25,11.4,1.0,19.38
18.21,75.8,1.0,106.74
0.86,7.2,1.0,13.44
30.78,70.0,1.0,83.44
4.3,25.5,1.0,26.0
2.76,14.2,1.0,18.95
11.4,47.5,1.0,48.0
8.29,35.2,1.0,38.45
9.21,41.5,1.0,49.75
14.7,52.5,1.0,59.94
18.7,33.5,1.0,40.94
1.83,10.7,1.0,15.45
1.51,12.1,1.0,17.85
1.16,7.2,1.0,13.15
3.38,21.2,2.0,31.14
1.43,12.8,1.0,20.05
6.9,30.5,1.0,31.0
5.7,28.5,1.0,29.0
18.1,48.5,1.0,49.0
17.6,41.5,1.0,42.0
10.1,30.5,1.0,31.0
1.67,9.3,1.0,16.86
20.84,70.0,2.0,99.78
0.7,5.8,1.0,10.8
9.49,44.3,1.0,52.55
7.05,33.1,1.0,44.85
17.14,70.0,1.0,99.78
4.17,18.4,1.0,21.65
22.55,89.1,1.0,118.8
7.24,33.8,1.0,56.61
6.17,31.0,1.0,35.75
10.6,48.5,1.0,49.0
6.4,30.5,1.0,31.0
2.14,10.7,1.0,19.31
9.0,34.5,1.0,35.0
7.8,33.5,1.0,34.0
4.95,22.6,1.0,25.85
7.7,30.3,2.0,33.55
16.3,70.0,1.0,91.44
5.3,29.5,1.0,30.0
10.71,43.6,1.0,51.85
20.33,136.0,1.0,154.25
11.9,40.5,1.0,41.0
12.3,43.5,1.0,44.0
0.61,5.8,1.0,12.55
0.94,8.6,1.0,16.02
1.26,7.9,1.0,13.65
1.98,13.5,1.0,22.25
17.82,70.0,1.0,99.78
6.09,26.1,1.0,29.35
20.04,70.0,2.0,103.86
17.45,-70.0,2.0,-83.44
17.45,70.0,2.0,83.44
