trip_distance,fare_amount,passenger_count,total_amount
10.14,43.6,1.0,76.61
17.5,54.5,1.0,55.0
19.68,70.0,1.0,84.75
0.88,7.2,1.0,12.95
0.03,68.69,1.0,91.38
8.64,-33.1,1.0,-37.35
8.64,33.1,1.0,37.35
0.74,5.8,1.0,14.44
2.64,14.2,1.0,21.95
17.6,66.7,1.0,87.89
17.5,55.5,1.0,62.94
4.8,26.5,1.0,27.0
8.5,41.5,1.0,42.0
19.5,70.0,1.0,89.7
0.53,6.5,1.0,11.7
9.76,39.4,1.0,68.51
10.64,40.1,1.0,44.35
13.5,44.5,1.0,45.0
15.48,59.7,1.0,73.95
17.54,66.0,1.0,84.3
20.92,80.0,1.0,91.19
7.82,30.3,1.0,34.55
10.76,45.0,1.0,60.0
3.9,24.5,1.0,25.0
3.43,15.6,1.0,25.62
0.0,3.7,2.0,6.2
8.42,33.8,1.0,44.62
9.41,35.9,2.0,40.15
7.3,31.5,1.0,32.0
0.01,-70.0,2.0,-74.75
0.01,70.0,2.0,74.75
16.25,95.0,2.0,120.81
5.42,25.4,2.0,29.65
18.9,126.2,1.0,161.19
13.6,44.5,1.0,45.0
11.0,41.5,1.0,42.0
8.1,34.5,1.0,35.0
0.22,87.21,4.0,105.85
15.63,-87.9,3.0,-99.09
15.63,87.9,3.0,99.09
4.2,42.5,1.0,43.0
26.87,70.0,2.0,99.78
18.9,31.5,1.0,32.0
17.0,114.3,1.0,163.33
4.04,19.8,1.0,28.8
18.5,67.5,1.0,80.14
7.71,-29.6,1.0,-33.85
7.71,29.6,1.0,33.85
11.35,-45.0,1.0,-49.25
11.35,45.0,1.0,49.25
2.39,12.1,1.0,20.0
8.3,41.5,1.0,42.0
13.6,39.5,1.0,40.0
12.2,43.5,1.0,50.94
16.5,55.5,1.0,62.94
17.2,70.0,3.0,83.44
17.7,70.0,1.0,88.44
1.03,7.2,1.0,15.54
10.7,-40.1,1.0,-49.35
10.7,40.1,1.0,49.35
10.21,38.0,3.0,40.5
8.5,33.8,1.0,60.89
0.0,110.0,1.0,111.0
16.64,70.0,1.0,99.78
3.75,-17.7,1.0,-25.2
3.75,17.7,1.0,25.2
1.11,7.9,1.0,12.9
16.9,70.0,1.0,104.29
9.01,36.6,2.0,48.67
3.67,-15.6,1.0,-19.85
3.67,15.6,1.0,19.85
13.8,74.5,1.0,81.94
15.8,52.5,1.0,59.94
7.3,32.5,1.0,33.0
9.2,65.5,1.0,66.0
1.08,8.6,1.0,17.22
10.3,40.5,1.0,47.94
0.48,4.4,1.0,10.15
16.96,70.0,1.0,94.44
4.59,-19.1,1.0,-23.35
4.59,19.1,1.0,23.35
6.4,31.5,1.0,32.0
6.47,-25.4,2.0,-29.65
6.47,25.4,2.0,29.65
2.42,12.8,1.0,22.26
6.57,26.1,1.0,30.35
9.9,40.8,1.0,45.05
17.19,64.6,1.0,68.85
18.61,70.0,2.0,99.78
2.55,82.0,4.0,107.93
15.3,51.5,1.0,58.94
14.5,49.5,1.0,56.94
8.01,31.0,5.0,35.25
10.81,42.2,1.0,74.86
2.7,58.5,1.0,59.0
11.06,-41.5,1.0,-45.75
11.06,41.5,1.0,45.75
16.65,62.5,5.0,80.1
18.18,70.0,2.0,83.44
2.21,13.5,1.0,24.06
1.99,10.7,1.0,19.74
0.78,70.0,1.0,73.25
21.23,80.0,1.0,95.0
10.6,70.0,1.0,74.75
0.0,3.0,1.0,7.25
18.0,70.0,1.0,100.14
11.0,51.5,1.0,52.0
7.0,39.5,1.0,40.0
1.94,11.4,1.0,19.38
6.31,25.4,1.0,35.23
17.79,70.0,1.0,99.78
18.0,-70.0,2.0,-83.44
18.0,70.0,2.0,83.44
10.18,38.7,1.0,42.95
11.7,44.3,1.0,52.55
15.0,59.0,1.0,79.45
2.0,12.1,1.0,21.4
2.9,14.9,1.0,23.65
1.35,7.9,1.0,17.06
0.75,5.1,1.0,10.86
17.05,70.0,2.0,89.7
1.34,8.6,1.0,17.22
0.0,0.0,1.0,0.0
0.0,3.0,1.0,4.5
0.1,3.0,1.0,9.75
0.9,6.5,1.0,13.5
1.4,9.3,1.0,15.05
0.5,5.8,1.0,12.65
1.9,11.4,1.0,18.5
0.7,5.8,1.0,11.8
0.5,4.4,1.0,10.4
10.8,42.9,1.0,59.59
1.4,8.6,1.0,14.68
16.7,71.6,1.0,103.1
3.7,18.4,1.0,28.95
2.8,14.2,1.0,20.95
2.0,12.8,1.0,21.05
3.73,17.7,1.0,27.0
0.81,7.2,1.0,11.95
2.33,17.0,1.0,24.75
1.55,10.7,1.0,15.45
8.6,33.1,2.0,59.74
0.02,3.0,1.0,7.75
1.17,7.9,1.0,15.18
3.2,18.4,1.0,27.75
3.3,16.3,1.0,25.25
0.6,5.1,1.0,9.85
0.0,5.8,1.0,12.65
0.0,7.2,1.0,14.3
2.86,14.2,1.0,22.74
5.85,24.7,1.0,35.34
1.67,11.4,2.0,16.15
3.4,19.1,2.0,23.85
2.4,14.2,1.0,16.7
0.91,7.2,1.0,11.95
19.8,70.0,1.0,87.69
10.25,41.5,1.0,65.55
1.52,10.0,1.0,17.7
3.55,19.1,1.0,28.62
0.78,7.2,1.0,11.95
2.0,12.8,1.0,21.05
1.1,7.9,1.0,12.65
0.6,5.8,1.0,12.65
1.6,8.6,1.0,13.35
1.3,9.3,1.0,18.25
1.7,10.0,1.0,18.4
3.7,24.0,1.0,34.5
2.17,12.8,1.0,19.55
1.92,10.7,1.0,15.45
9.5,38.7,1.0,58.45
1.3,9.3,1.0,17.55
0.8,7.9,1.0,15.15
0.7,5.8,1.0,12.65
1.35,10.0,1.0,17.7
0.87,9.3,1.0,16.86
1.27,13.5,1.0,20.25
2.63,15.6,1.0,24.42
3.0,17.0,1.0,23.75
3.7,18.4,1.0,25.15
1.2,7.9,1.0,15.18
2.7,14.9,1.0,22.7
1.26,10.0,1.0,15.75
1.36,12.8,1.0,21.06
0.72,7.2,1.0,14.34
1.1,6.5,1.0,12.6
1.02,7.9,1.0,15.18
0.88,5.8,1.0,12.66
5.71,29.6,1.0,41.22
1.81,12.1,1.0,19.38
2.5,13.5,1.0,18.25
1.6,9.3,1.0,16.85
0.61,6.5,1.0,12.25
3.3,16.3,1.0,26.3
2.46,12.1,1.0,19.32
0.7,6.5,1.0,11.25
3.7,18.4,1.0,27.75
6.3,33.1,1.0,37.85
0.71,7.9,1.0,13.65
0.92,10.7,1.0,18.54
1.77,9.3,1.0,18.06
2.22,12.1,2.0,20.22
9.87,40.8,1.0,64.99
1.1,7.9,1.0,12.65
1.7,10.0,1.0,17.7
2.1,12.1,1.0,16.85
1.35,9.3,1.0,13.3
2.98,14.2,1.0,23.04
2.1,12.1,1.0,16.1
2.06,10.7,1.0,17.46
4.59,22.6,1.0,29.35
0.64,5.1,1.0,9.6
9.9,42.9,1.0,46.15
2.57,15.6,1.0,24.42
0.63,5.1,1.0,12.31
1.2,7.2,1.0,13.95
1.9,11.4,2.0,19.35
1.7,10.0,0.0,16.25
0.53,5.1,1.0,10.1
20.43,70.0,1.0,96.0
2.6,14.2,1.0,22.7
1.6,10.7,1.0,17.45
2.26,12.1,1.0,18.35
0.0,38.5,1.0,46.94
1.0,9.3,1.0,14.05
0.0,5.8,1.0,11.61
14.9,49.5,1.0,50.0
12.2,42.5,1.0,43.0
6.6,26.8,1.0,37.85
2.49,13.5,1.0,20.25
0.9,7.2,1.0,14.57
1.6,9.3,1.0,15.95
3.6,17.7,1.0,26.95
1.7,12.1,1.0,20.2
2.0,12.8,1.0,17.55
1.9,10.7,1.0,16.7
1.36,10.0,1.0,16.8
2.44,12.8,1.0,20.18
1.24,8.6,1.0,15.12
0.82,6.5,1.0,13.5
7.37,33.1,1.0,53.75
4.59,22.13,1.0,26.13
0.72,6.5,1.0,14.06
1.72,10.7,1.0,16.95
0.94,7.9,1.0,15.81
1.31,8.6,6.0,16.69
0.58,5.1,6.0,10.93
1.2,8.6,1.0,15.1
2.69,16.3,1.0,22.3
4.64,21.2,1.0,27.95
11.15,43.6,1.0,69.33
2.26,11.4,1.0,19.38
1.7,10.0,1.0,17.5
1.75,11.4,1.0,17.71
1.85,10.0,1.0,19.17
2.66,14.2,1.0,21.79
2.93,14.2,1.0,20.95
18.64,79.3,1.0,95.99
26.7,101.0,0.0,130.3
18.25,70.0,1.0,94.13
2.02,15.6,1.0,20.35
3.0,14.9,1.0,19.65
0.6,5.1,1.0,11.37
3.71,18.4,1.0,30.1
2.3,12.1,1.0,21.05
2.1,16.3,1.0,25.25
2.25,12.8,1.0,21.06
2.96,16.3,1.0,25.26
1.67,10.7,6.0,15.45
2.32,13.5,6.0,21.9
1.75,10.0,6.0,16.25
7.38,28.2,1.0,49.97
1.89,10.7,1.0,20.09
1.24,9.3,1.0,16.86
0.81,5.8,1.0,10.55
2.75,13.5,1.0,22.81
2.05,11.4,1.0,18.48
1.65,9.3,1.0,10.8
3.75,19.1,2.0,28.62
3.6,17.7,2.0,26.9
2.6,13.5,1.0,22.8
0.66,5.1,1.0,9.1
1.86,10.7,1.0,17.64
1.13,6.5,1.0,14.06
2.14,12.1,1.0,18.85
0.0,20.5,1.0,22.0
1.06,7.2,2.0,12.95
17.5,70.0,2.0,95.96
8.5,36.6,1.0,63.94
0.93,8.6,1.0,13.35
8.78,35.9,1.0,58.06
10.55,45.0,1.0,49.75
0.7,7.9,1.0,11.9
1.7,0.0,1.0,0.0
3.4,16.3,1.0,24.55
4.05,19.8,1.0,29.46
2.0,11.4,1.0,20.15
2.97,17.0,1.0,25.2
1.6,9.3,1.0,14.63
2.33,11.4,1.0,19.38
2.04,12.1,1.0,21.06
1.6,11.4,1.0,16.15
1.01,6.5,1.0,12.6
4.1,19.1,1.0,23.85
9.0,38.7,1.0,56.39
5.51,26.1,1.0,31.85
12.27,48.5,1.0,78.23
17.23,70.0,1.0,89.7
1.05,7.9,1.0,14.28
7.69,31.0,1.0,41.4
16.6,70.0,2.0,91.45
2.08,13.5,1.0,20.75
0.49,5.1,1.0,9.1
5.0,21.2,1.0,28.95
1.05,9.3,1.0,16.86
18.0,70.0,1.0,89.7
3.3,17.7,6.0,26.94
1.04,7.2,6.0,14.34
2.32,11.4,6.0,19.38
0.47,5.1,1.0,10.1
1.28,7.9,1.0,15.18
1.79,12.8,1.0,21.06
1.63,10.7,1.0,12.2
3.36,17.0,1.0,23.0
1.79,9.3,1.0,16.86
2.69,13.5,0.0,21.9
1.19,8.6,1.0,14.1
1.56,10.7,1.0,15.45
1.6,12.8,1.0,21.05
0.8,7.2,1.0,14.0
4.3,19.1,1.0,27.85
1.0,7.9,1.0,15.2
0.4,4.4,1.0,9.15
18.0,88.8,1.0,133.85
0.95,8.6,1.0,16.02
1.2,7.9,1.0,12.65
7.51,40.1,1.0,56.06
5.54,24.7,1.0,35.34
1.56,10.0,2.0,19.75
0.82,7.2,2.0,11.95
1.04,7.2,1.0,15.0
0.59,5.8,1.0,12.43
1.94,11.4,1.0,19.38
2.12,10.7,1.0,17.45
8.97,40.8,1.0,54.66
2.97,14.9,1.0,22.99
0.96,8.6,1.0,16.69
1.72,10.7,1.0,17.64
2.12,10.7,1.0,16.99
2.1,11.4,1.0,19.4
2.5,12.1,1.0,21.05
6.85,27.5,2.0,37.33
1.72,10.7,2.0,18.54
0.7,5.8,1.0,11.76
0.89,7.2,1.0,14.0
1.36,9.3,1.0,16.86
16.93,82.5,1.0,107.19
2.34,14.2,1.0,22.74
1.23,10.0,1.0,17.7
0.81,5.8,1.0,10.55
1.5,12.1,1.0,18.85
1.5,7.9,1.0,15.2
3.82,19.1,1.0,26.85
0.98,10.0,1.0,17.7
1.31,9.3,1.0,14.05
1.66,9.3,1.0,14.05
5.0,21.9,1.0,28.65
2.5,12.8,1.0,21.05
1.04,7.9,1.0,12.65
1.63,10.7,1.0,16.95
1.6,8.6,1.0,16.0
2.0,10.0,1.0,18.45
1.1,7.2,1.0,13.45
3.0,14.9,1.0,23.6
1.0,7.2,1.0,14.3
1.1,8.6,1.0,15.35
1.8,11.4,1.0,19.35
1.0,7.2,1.0,12.95
1.06,8.6,1.0,17.6
2.08,12.8,1.0,21.94
1.7,10.0,1.0,17.7
0.8,7.2,1.0,13.95
1.5,9.3,1.0,15.95
1.23,7.9,1.0,13.68
2.5,14.2,1.0,18.95
1.9,13.5,1.0,15.0
6.3,27.5,1.0,38.7
4.71,21.2,1.0,31.14
0.3,4.4,1.0,9.15
0.33,3.7,1.0,9.95
1.53,11.4,1.0,16.15
1.31,8.6,1.0,14.49
2.1,12.8,1.0,21.05
0.3,5.1,1.0,14.85
1.26,7.9,1.0,13.91
2.7,15.6,1.0,20.35
1.05,7.2,1.0,11.95
4.35,21.2,1.0,28.55
17.4,70.0,1.0,100.09
13.28,63.9,1.0,80.23
3.31,-18.4,1.0,-22.4
3.31,18.4,1.0,22.4
4.36,21.2,1.0,33.74
1.99,11.4,1.0,18.09
1.64,8.6,1.0,14.69
11.16,43.6,1.0,72.35
0.63,5.1,1.0,12.81
2.82,19.1,1.0,28.62
1.45,10.7,1.0,17.64
2.8,14.2,1.0,22.7
21.98,101.4,3.0,132.71
0.17,70.0,1.0,93.44
1.5,7.9,1.0,11.9
1.4,9.3,1.0,15.05
2.0,12.1,1.0,17.85
4.0,18.4,1.0,27.75
4.0,21.2,1.0,32.4
2.06,12.1,1.0,21.91
8.81,36.6,1.0,40.6
1.36,7.9,1.0,13.65
8.34,42.2,2.0,66.77
2.0,10.0,1.0,17.7
3.23,16.3,1.0,25.26
1.78,11.4,1.0,19.38
1.22,9.3,1.0,15.45
1.57,12.1,1.0,20.22
3.55,21.2,1.0,25.95
4.5,21.2,1.0,27.95
2.9,13.5,1.0,21.0
4.6,21.9,1.0,31.98
1.25,9.3,1.0,16.86
16.1,70.0,1.0,81.69
2.0,11.4,1.0,18.5
3.08,14.9,1.0,23.58
1.24,7.9,1.0,15.18
2.54,14.2,1.0,22.74
2.02,10.0,1.0,15.75
1.14,7.9,1.0,15.18
0.86,11.4,1.0,17.77
19.47,70.0,2.0,97.13
0.9,6.5,1.0,13.25
1.39,8.6,1.0,13.35
1.36,10.7,1.0,18.54
1.0,5.8,1.0,11.08
0.9,7.2,1.0,13.95
0.9,8.6,1.0,13.35
3.3,17.7,3.0,23.45
1.3,8.6,1.0,13.35
1.37,7.9,1.0,15.18
1.29,8.6,1.0,14.6
1.62,10.7,1.0,16.45
1.34,7.9,1.0,15.18
0.58,4.4,1.0,10.08
1.3,9.3,1.0,15.05
0.83,5.8,1.0,12.66
1.76,11.4,1.0,16.15
1.95,12.1,1.0,19.32
0.78,6.5,1.0,12.6
0.5,5.8,1.0,11.8
17.3,70.0,1.0,81.69
3.2,16.3,1.0,23.05
0.97,8.6,1.0,14.6
0.8,5.8,1.0,13.7
3.93,18.4,1.0,27.78
0.94,5.8,1.0,12.66
1.88,12.1,1.0,20.22
2.36,12.8,1.0,17.55
0.98,5.8,1.0,13.86
18.89,70.0,1.0,93.08
5.08,26.1,1.0,31.85
0.5,5.1,1.0,9.1
1.0,7.2,1.0,11.95
3.4,17.0,1.0,26.1
0.46,4.4,1.0,10.4
2.4,12.8,0.0,18.55
3.6,17.0,1.0,26.1
3.6,17.0,1.0,26.1
1.9,10.7,1.0,17.65
1.44,9.3,1.0,15.05
13.39,53.4,1.0,87.11
1.3,0.0,1.0,0.0
0.85,7.9,1.0,9.4
0.0,3.0,1.0,4.5
15.71,70.0,1.0,98.03
2.39,12.1,1.0,18.53
0.96,6.5,1.0,12.25
0.0,3.0,1.0,17.75
2.45,12.8,1.0,19.31
2.0,10.7,1.0,18.5
2.16,12.8,1.0,20.16
1.79,11.4,1.0,19.38
12.57,57.6,1.0,72.67
1.02,6.5,1.0,12.94
4.02,21.2,1.0,25.95
2.78,19.1,1.0,27.85
1.41,10.0,1.0,17.7
2.09,12.1,1.0,18.85
7.9,33.1,1.0,44.35
2.83,14.9,1.0,22.9
1.8,11.4,1.0,20.2
17.5,70.0,1.0,97.14
0.94,7.9,1.0,16.13
1.9,11.4,1.0,17.15
7.5,32.4,1.0,44.6
2.1,11.4,1.0,17.65
3.7,16.3,1.0,22.3
1.22,10.0,1.0,16.25
0.69,5.8,1.0,7.3
1.82,10.0,1.0,17.7
0.57,5.8,1.0,12.66
0.7,10.7,1.0,16.45
0.47,4.4,1.0,9.15
0.95,7.2,1.0,13.44
1.5,9.3,1.0,15.96
4.87,23.3,1.0,33.66
1.98,14.2,1.0,21.22
8.17,32.4,1.0,47.0
0.04,3.0,1.0,7.75
16.86,70.0,1.0,81.69
6.56,28.9,2.0,32.15
3.17,14.9,1.0,22.65
2.41,14.9,1.0,21.61
0.76,5.1,1.0,9.85
0.66,5.8,1.0,11.76
2.8,15.6,1.0,24.4
2.07,11.4,1.0,16.15
3.2,17.7,1.0,26.45
1.8,11.4,1.0,16.9
2.86,17.7,1.0,24.2
1.77,14.9,1.0,22.65
1.98,12.1,1.0,19.38
0.47,6.5,1.0,11.25
16.76,70.0,1.0,85.96
0.87,7.9,1.0,15.18
0.88,7.2,1.0,11.95
1.29,8.6,1.0,14.69
1.32,10.7,1.0,16.95
0.94,6.5,1.0,11.25
0.59,5.1,1.0,9.85
0.78,5.8,1.0,10.8
0.67,6.5,1.0,11.75
2.0,12.1,1.0,18.85
0.75,5.8,1.0,11.76
1.51,9.3,1.0,16.62
0.77,7.9,1.0,14.28
10.11,40.1,1.0,62.79
1.64,11.4,1.0,18.48
4.46,23.3,1.0,33.66
1.2,7.9,1.0,12.65
1.1,7.2,1.0,14.35
0.85,19.8,1.0,26.55
1.0,6.5,1.0,10.5
0.97,17.7,1.0,23.45
5.6,28.5,1.0,29.0
1.6,10.0,1.0,16.8
2.4,13.5,1.0,21.9
0.82,6.5,1.0,13.5
1.51,10.7,1.0,17.95
1.0,10.0,1.0,17.7
9.14,38.0,1.0,67.42
10.41,43.6,1.0,74.42
19.2,73.7,1.0,90.24
1.96,10.7,1.0,20.09
1.28,11.4,1.0,19.38
0.83,8.6,1.0,13.35
1.1,7.2,1.0,14.3
0.5,5.8,1.0,11.61
5.37,24.7,1.0,35.45
1.0,7.2,1.0,14.55
0.9,5.8,1.0,11.55
0.5,4.4,1.0,10.9
0.64,5.1,1.0,10.2
1.33,9.3,1.0,14.05
1.19,15.6,1.0,22.35
1.1,7.9,1.0,15.2
1.9,10.7,1.0,14.7
4.54,24.7,1.0,32.75
19.36,70.0,1.0,101.18
0.0,3.0,1.0,6.25
18.3,70.0,1.0,80.19
11.53,51.3,1.0,70.91
1.13,7.9,1.0,15.81
1.56,10.0,2.0,14.0
1.39,7.9,1.0,17.74
3.1,18.4,1.0,27.78
1.3,10.0,1.0,17.7
1.5,10.7,0.0,15.45
2.04,10.7,1.0,18.54
2.27,11.4,1.0,19.38
3.58,17.7,1.0,22.7
9.08,35.9,1.0,62.21
15.8,70.0,1.0,91.8
1.93,10.0,1.0,17.7
0.87,7.9,1.0,15.18
3.4,19.1,1.0,30.85
2.1,11.4,1.0,21.45
2.2,14.2,1.0,25.7
13.89,62.5,2.0,65.75
1.79,11.4,1.0,16.15
2.35,12.8,1.0,21.06
1.93,11.4,1.0,19.38
0.93,10.0,1.0,17.7
10.92,-42.9,2.0,-59.59
10.92,42.9,2.0,59.59
1.28,9.3,1.0,15.3
3.25,14.9,1.0,18.9
11.48,47.1,1.0,76.55
2.6,13.5,1.0,19.25
1.51,10.0,1.0,18.9
3.67,18.4,2.0,27.78
1.05,7.2,1.0,12.32
0.63,5.1,1.0,11.82
1.0,7.2,1.0,14.4
3.77,19.8,1.0,29.46
5.16,24.0,1.0,30.75
1.74,12.1,1.0,17.71
3.18,14.2,3.0,18.95
1.75,12.1,1.0,18.35
1.8,10.0,1.0,17.7
0.26,23.0,1.0,31.8
0.61,7.9,1.0,14.55
6.57,28.9,1.0,40.38
2.49,13.5,1.0,18.25
0.9,7.9,1.0,16.38
1.0,10.0,1.0,17.75
1.5,17.0,1.0,23.25
2.1,10.7,1.0,18.55
2.0,11.4,1.0,20.2
1.9,11.4,1.0,16.15
0.7,5.8,1.0,12.8
3.16,18.4,1.0,27.78
5.62,30.3,1.0,35.05
0.74,7.2,1.0,13.44
1.6,8.6,1.0,16.02
1.63,9.3,1.0,15.96
0.91,7.9,1.0,13.65
1.1,6.5,1.0,14.05
1.3,9.3,1.0,16.85
6.71,28.9,1.0,32.15
2.34,12.8,1.0,17.55
7.7,32.4,1.0,37.15
0.9,7.9,1.0,12.65
0.27,3.7,1.0,5.2
4.78,23.3,1.0,26.55
0.53,5.8,1.0,10.8
0.49,5.1,1.0,9.1
1.19,7.9,1.0,12.65
1.3,10.7,2.0,16.45
0.6,5.1,1.0,9.85
1.54,9.3,1.0,16.16
1.27,7.9,1.0,13.65
0.66,6.5,1.0,14.63
20.73,70.0,1.0,89.7
10.76,42.9,2.0,64.84
1.21,9.3,1.0,17.31
0.79,6.5,1.0,13.5
11.7,47.1,1.0,83.79
2.31,12.1,1.0,21.06
2.8,15.6,1.0,21.85
1.4,11.4,1.0,16.15
1.5,10.7,1.0,18.55
0.03,-70.0,1.0,-73.25
0.03,70.0,1.0,73.25
11.88,52.0,1.0,65.95
2.31,12.8,1.0,21.06
1.18,9.3,1.0,17.29
9.0,33.5,1.0,34.0
1.47,12.8,1.0,19.31
2.15,10.7,1.0,18.54
1.54,10.0,1.0,17.7
3.36,18.4,1.0,24.4
2.4,12.8,1.0,21.05
1.89,9.3,1.0,16.86
1.27,7.9,1.0,15.18
1.59,9.3,1.0,14.05
0.01,-3.0,1.0,-7.75
0.01,3.0,1.0,7.75
0.96,6.5,1.0,13.5
2.9,15.6,1.0,22.35
3.04,14.2,1.0,22.0
5.43,26.1,1.0,27.6
1.64,10.0,1.0,14.75
2.48,15.6,1.0,23.35
2.16,13.5,1.0,20.25
1.61,10.7,1.0,16.45
0.77,8.6,1.0,16.02
1.2,14.2,1.0,22.74
6.81,28.9,1.0,35.65
1.16,8.6,1.0,15.35
1.77,9.3,1.0,15.3
1.9,10.7,1.0,18.5
0.7,6.5,1.0,12.25
0.8,8.6,1.0,16.65
3.6,24.0,1.0,34.5
2.5,13.5,1.0,21.9
0.99,7.2,1.0,11.95
2.12,15.6,1.0,24.42
13.39,51.3,1.0,82.79
10.9,42.2,2.0,70.64
2.4,12.1,1.0,19.1
1.7,10.7,1.0,17.95
2.63,18.4,1.0,27.78
1.33,8.6,1.0,16.02
10.0,39.4,1.0,58.95
1.3,8.6,1.0,16.0
3.0,22.6,1.0,32.8
12.49,49.2,1.0,79.07
3.18,14.9,1.0,23.58
0.7,5.8,1.0,10.8
2.68,12.8,1.0,19.05
1.51,8.6,1.0,16.02
0.45,5.1,1.0,9.1
10.52,44.3,1.0,72.29
3.38,16.3,1.0,23.55
7.7,34.5,1.0,44.25
1.08,8.6,1.0,16.02
0.91,10.7,1.0,16.95
1.05,13.5,1.0,18.25
1.59,9.3,2.0,13.3
1.4,22.5,1.0,24.0
0.9,7.9,1.0,12.65
0.8,7.2,1.0,14.3
0.8,6.5,1.0,13.5
5.61,23.3,1.0,33.66
7.1,33.1,1.0,45.42
1.85,10.7,1.0,17.2
0.68,5.1,1.0,11.82
1.4,12.1,2.0,20.2
0.7,5.8,1.0,11.55
1.2,7.2,1.0,15.5
3.1,15.6,1.0,24.4
0.5,6.5,1.0,14.05
2.57,12.1,1.0,21.06
1.32,7.2,1.0,14.34
1.63,10.7,1.0,19.11
18.41,70.0,2.0,95.51
19.19,70.0,1.0,98.05
1.4,8.6,0.0,16.0
23.36,98.9,1.0,128.81
1.63,8.6,1.0,13.35
0.93,7.2,1.0,10.7
1.05,7.9,1.0,13.65
9.0,34.5,1.0,56.19
3.53,17.7,1.0,22.45
0.42,6.5,1.0,13.75
0.93,10.0,1.0,17.75
1.5,11.4,1.0,18.45
1.1,6.5,1.0,12.5
2.89,19.8,1.0,29.46
1.37,11.4,3.0,19.38
10.36,42.9,2.0,77.47
15.04,70.0,2.0,85.77
0.45,6.5,1.0,13.5
3.34,19.1,1.0,25.04
6.02,26.8,1.0,37.86
2.3,16.3,1.0,19.58
3.95,19.1,1.0,26.0
0.65,5.1,1.0,9.85
3.15,14.9,1.0,22.15
5.49,24.0,1.0,27.25
5.5,26.1,1.0,35.35
1.2,7.9,1.0,14.55
8.3,33.1,1.0,41.85
2.96,14.9,1.0,23.58
1.41,8.6,1.0,16.02
16.0,63.2,1.0,86.4
1.1,7.2,1.0,14.3
0.5,5.8,4.0,11.75
3.6,17.0,1.0,26.1
0.99,9.3,1.0,18.06
4.37,23.3,1.0,33.66
0.6,5.8,1.0,11.8
8.8,36.6,1.0,60.04
1.6,10.7,1.0,17.45
6.66,29.6,2.0,34.45
1.26,7.2,1.0,14.34
4.49,23.3,1.0,33.66
1.89,17.7,1.0,25.45
19.11,70.0,2.0,96.23
2.66,19.1,1.0,23.85
0.07,0.1,4.0,2.85
0.0,85.0,4.0,104.95
20.0,70.0,1.0,89.7
0.8,6.5,1.0,12.6
2.06,12.8,1.0,21.0
0.7,5.1,1.0,13.85
5.79,27.5,1.0,38.7
7.22,31.0,1.0,38.61
1.2,7.9,1.0,15.15
0.8,6.5,1.0,13.5
1.48,19.1,1.0,23.85
0.56,7.2,1.0,11.95
5.34,24.0,1.0,34.5
1.57,8.6,1.0,16.02
1.19,10.7,1.0,18.54
1.22,9.3,1.0,14.05
3.19,15.6,1.0,22.35
2.7,14.9,1.0,22.65
2.0,12.1,1.0,21.06
0.0,7.9,1.0,12.22
1.45,10.7,1.0,20.09
1.18,8.6,1.0,16.02
7.4,28.34,1.0,33.09
2.2,12.1,1.0,17.85
1.1,8.6,1.0,14.69
0.49,5.8,1.0,12.66
2.06,12.8,1.0,19.31
1.15,7.9,1.0,14.65
0.99,8.6,1.0,16.02
1.13,11.4,1.0,16.15
2.4,14.9,1.0,21.65
2.9,14.2,1.0,20.95
1.88,12.1,1.0,18.85
1.33,8.6,1.0,15.75
0.28,4.4,1.0,7.67
11.1,43.6,1.0,65.29
3.04,14.9,1.0,23.58
1.66,10.7,1.0,17.45
1.06,8.6,1.0,16.02
0.57,9.3,1.0,16.05
11.94,47.1,3.0,79.74
4.96,26.1,1.0,37.02
0.67,5.1,1.0,12.81
0.35,5.1,1.0,11.82
2.17,12.8,1.0,21.94
0.07,-3.0,1.0,-7.0
0.07,3.0,1.0,7.0
0.66,5.1,1.0,11.82
2.11,11.4,1.0,19.38
3.63,19.1,1.0,27.1
5.2,29.5,1.0,31.0
2.46,14.9,1.0,22.65
0.56,5.8,1.0,12.55
6.09,26.8,1.0,39.44
2.01,11.4,1.0,13.9
1.35,14.2,1.0,20.05
18.68,70.0,1.0,95.88
1.64,12.8,1.0,20.18
0.43,4.4,1.0,10.15
3.3,18.4,1.0,23.15
1.2,7.9,1.0,13.09
0.47,5.1,1.0,10.92
1.2,7.9,1.0,15.65
3.21,16.3,1.0,26.46
3.92,19.1,2.0,28.62
1.25,8.6,1.0,16.02
0.35,4.4,1.0,11.0
19.13,70.0,2.0,94.13
0.22,-3.7,1.0,-8.45
0.22,3.7,1.0,8.45
0.2,3.7,1.0,8.45
1.8,10.0,1.0,18.2
2.67,12.8,1.0,20.16
0.65,5.8,1.0,11.76
5.84,28.2,1.0,39.54
1.54,9.3,1.0,15.96
1.32,8.6,1.0,14.6
1.25,10.0,1.0,16.8
2.44,12.1,1.0,20.22
2.51,14.2,1.0,21.95
1.07,7.2,1.0,12.95
16.45,70.0,1.0,91.69
18.13,70.0,2.0,97.88
0.33,4.4,1.0,9.61
0.97,7.9,1.0,15.18
1.64,14.2,1.0,22.95
4.51,22.6,1.0,32.82
1.32,7.2,1.0,17.95
0.9,8.6,1.0,14.35
1.37,9.3,1.0,18.26
2.6,17.0,1.0,23.75
1.8,10.0,1.0,14.75
